sno,district,mandal,village,lat_gis,long_gis,gwl,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
227,NARAYANPET,Marikal,Marikal,16.592044,77.698167,15.26,postmonsoon 2018 ,8.29,879,562.56,0,388.6899247,20,2.04,14.83715,6,83.4421257,1.98,72,19.448,259.9671053,2.250081889,C3S1,2.574456388,U.S.
228,NARAYANPET,Narayanpet,Kollampally,16.667939,77.616892,7.19,postmonsoon 2018 ,8.76,1170,748.8,100,362.6428692,60,2.02,29.2314,8,150.7620236,2.5,16,53.482,259.9095395,4.06586554,C3S1,4.054666595,U.S.
229,NARAYANPET,Narayanpet,Kotakonda,16.754004,77.637795,7.99,postmonsoon 2018 ,8.06,1704,1090.56,0,167.347134,350,0.75,192.88295,26,180.0455177,7.2,96,53.482,459.9095395,3.650213517,C3S1,-5.85124811,P.S.
230,NARAYANPET,Narayanpet,Narayanapet,16.7423,77.4812,14.71,postmonsoon 2018 ,7.49,1596,1021.44,0,373.5708319,190,1.11,144.16395,31,111.6911638,2.61,64,97.24,559.8355263,2.052394078,C3S1,-3.725293888,P.S.
231,NARAYANPET,Narva,Narva,16.4706,77.6567,18.51,postmonsoon 2018 ,8.19,1878,1201.92,0,536.4386198,240,1.35,42.0755,20,215.3232932,0.36,32,97.24,479.8355263,4.273827386,C3S1,1.132061869,P.S.
232,NARAYANPET,Utkoor,Utkoor,16.6407,77.5003,7.56,postmonsoon 2018 ,8.12,957,612.48,0,241.1174051,120,0.56,55.3625,18,100.1396797,4.41,56,29.172,259.9506579,2.70042986,C3S1,-0.376665055,P.S.
233,NARAYANPET,Utkoor,Chinnaporla,16.581217,77.516956,8.8,postmonsoon 2018 ,7.9,3500,2240,0,415.1882403,720,1.43,310.03,50,422.9361745,6.5,104,140.998,839.7615132,6.345546243,C4S2,-8.491465458,P.S.
234,NIRMAL,Kadam,Kadam,19.096611,78.775944,2.01,postmonsoon 2018 ,8.16,645,412.8,0,210,50,1.27,32.21090909,47,53,3,32,38.896,239.9342105,1.48765404,C2S1,-0.598684211,P.S.
235,NIRMAL,Khanapur,Khanapur,19.047089,78.662131,6.33,postmonsoon 2018 ,8.18,654,418.56,0,210,40,0.48,46.10186364,67,61,2,32,38.896,239.9342105,1.712205593,C2S1,-0.598684211,P.S.
236,NIRMAL,Kubeer,Kubeer,19.2495,77.945833,4.53,postmonsoon 2018 ,8.33,590,377.6,0,200,40,0.64,44.29,35,59,2,24,34.034,199.9424342,1.814143713,C2S1,0.001151316,P.S.
237,NIRMAL,Kuntala,Kuntala,19.1693,78.1004,11.59,postmonsoon 2018 ,8.24,918,587.52,0,230,90,1.05,27.17795455,109,87,5,32,53.482,299.9095395,2.184219483,C3S1,-1.398190789,P.S.
238,NIRMAL,Laxmanchanda,Laxmanchanda,19.017055,78.460861,1.76,postmonsoon 2018 ,8.27,554,354.56,0,130,60,0.23,34.42540909,72,63,1,24,29.172,179.9506579,2.04190717,C2S1,-0.999013158,P.S.
239,NIRMAL,Lokeswaram,Abdullapur,18.9703,78.0378,14.39,postmonsoon 2018 ,8.26,441,282.24,0,80,70,0.34,27.58059091,44,57,3,24,14.586,119.9753289,2.262564897,C2S1,-0.799506579,P.S.
240,NIRMAL,Lokeswaram,Lokeswaram,19.0245,78.0899,8.63,postmonsoon 2018 ,8.29,446,285.44,0,180,20,0.67,7.650090909,16,41,3,16,24.31,139.9588816,1.506800616,C2S1,0.800822368,P.S.
241,NIRMAL,Mamada,Mamada,19.077972,78.522916,2.52,postmonsoon 2018 ,8.01,620,396.8,0,160,70,0.66,43.88736364,73,69,2,32,34.034,219.9424342,2.022864259,C2S1,-1.198848684,P.S.
242,NIRMAL,Nirmal,Nirmal,19.092416,78.343527,2.57,postmonsoon 2018 ,8.32,342,218.88,20,90,30,0.31,2.617136364,39,43,2,16,14.586,99.97532895,1.869795881,C2S1,0.200493421,P.S.
243,NIRMAL,Sarangapur,Beeravelly,19.139638,78.261972,12.82,postmonsoon 2018 ,8.1,546,349.44,0,180,40,1.26,32.41222727,45,60,2,24,29.172,179.9506579,1.944673495,C2S1,0.000986842,P.S.
244,NIRMAL,Tanur,Bhosi,19.109333,77.879444,25.08,postmonsoon 2018 ,8.27,1095,700.8,0,180,170,0.17,182.7969091,112,148,3,40,63.206,359.8930921,3.391931898,C3S1,-3.597861842,P.S.
245,NIZAMABAD,Armoor,perkit,18.808,78.315,8.67,postmonsoon 2018 ,7.59,1302,833.28,0,255.417806,140,1.1,209.27025,22,79.85293591,3.14,96,58.344,479.9013158,1.58484605,C3S1,-4.489670196,P.S.
246,NIZAMABAD,Bheemgal,Bheemgal,18.715,78.442,10.93,postmonsoon 2018 ,7.42,2430,1555.2,0,452.601682,470,0.83,78.8362,23,147.4961885,5.3,96,160.446,899.7286184,2.137948277,C4S1,-8.942538729,P.S.
247,NIZAMABAD,Bodhan,Bodhan,18.6705,77.8925,4.75,postmonsoon 2018 ,7.24,1856,1187.84,0,403.8887012,250,0.964,162.5443,30,171.5126738,3.5,176,29.172,559.9506579,3.151327228,C3S1,-3.121239135,P.S.
248,NIZAMABAD,Darpally,Ramadugu,18.613,78.309,8.13,postmonsoon 2018 ,7.23,1173,750.72,0,228.6890146,230,1.24,8.437245,20,87.66690542,1.46,80,48.62,399.9177632,1.905998231,C3S1,-3.424574971,P.S.
249,NIZAMABAD,Dichpally,Yanampally,18.627,78.249,7.83,postmonsoon 2018 ,7.92,587,375.68,0,211.199135,40,1,12.97697,12,34.05380163,1.9,64,14.586,219.9753289,0.99827634,C2S1,-0.175523878,P.S.
250,NIZAMABAD,Indalwai,Gannaram,18.512497,78.234885,3.8,postmonsoon 2018 ,7.08,1728,1105.92,0,207.1695842,300,0.699,240.4947,30,95.43079899,4.11,192,43.758,659.9259868,1.615150918,C3S1,-9.055128052,P.S.
251,NIZAMABAD,Jakrampally,Jakrampally,18.7072,78.2716,10.57,postmonsoon 2018 ,7.59,649,415.36,0,178.8319982,70,0.928,37.42505,13,38.98749683,2.37,56,24.31,239.9588816,1.094281613,C2S1,-1.222537667,P.S.
252,NIZAMABAD,Kammarapalli,Inayathnagar,18.708681,78.564875,5.49,postmonsoon 2018 ,7.52,1778,1137.92,0,325.8779176,300,1.08,122.6833,31,121.9907584,41.27,152,48.62,579.9177632,2.202499859,C3S1,-5.080796912,P.S.
253,NIZAMABAD,Kotagiri,Kallur,18.515955,77.77381,9.73,postmonsoon 2018 ,7.59,1919,1228.16,0,412.4614016,260,1.27,38.75375,134,215.73876,0.16,96,63.206,499.8930921,4.195287948,C3S1,-1.748633811,P.S.
254,NIZAMABAD,Morthad,Morthad,18.826,78.449,16.24,postmonsoon 2018 ,7.4,1404,898.56,0,157.1197349,260,0.852,189.1183,18,76.33240433,2.46,152,38.896,539.9342105,1.428271214,C3S1,-7.656289512,P.S.
255,NIZAMABAD,Mugpal,Manchippa,18.539,78.114,2.77,postmonsoon 2018 ,7.68,1506,963.84,0,318.5676553,180,0.969,186.23945,22,107.1757466,5.96,128,48.62,519.9177632,2.043625691,C3S1,-4.027002157,P.S.
256,NIZAMABAD,Mupkal,Mupkal,18.912998,78.361616,17.52,postmonsoon 2018 ,7.65,1161,743.04,0,256.247806,140,0.928,125.56215,19,84.98350433,1.27,96,38.896,399.9342105,1.847619434,C3S1,-2.873728091,P.S.
257,NIZAMABAD,Nandipet,Ailapoor,18.853,78.114,5.94,postmonsoon 2018 ,7.73,1356,867.84,0,336.8176553,180,1.13,79.2791,16,111.5437787,1.89,56,72.93,439.8766447,2.312341986,C3S1,-2.061179789,P.S.
258,NIZAMABAD,Nandipet,Nutpally,18.9365,78.2182,3.66,postmonsoon 2018 ,7.63,1007,644.48,0,207.1741592,160,1.09,56.91265,19,104.2529963,1.51,80,19.448,279.9671053,2.708988779,C3S1,-1.455858921,P.S.
259,NIZAMABAD,Nandipet,Velmal,18.831,78.143,10.47,postmonsoon 2018 ,7.16,1475,944,0,286.1175167,280,0.756,10.6296,39,157.598808,1.8,128,19.448,399.9671053,3.426201927,C3S1,-2.276991771,P.S.
260,NIZAMABAD,Nizamabad,Arsapally,18.685342,78.06863,3.95,postmonsoon 2018 ,7.6,1339,856.96,0,381.4181255,150,1.2,65.9921,16,70.41989156,2.54,72,82.654,519.8601974,1.342839885,C3S1,-2.768841438,P.S.
261,NIZAMABAD,Renjal,Dupally,18.733,77.991,14,postmonsoon 2018 ,7.52,1778,1137.92,0,325.8779176,300,1.08,122.6833,31,121.9907584,41.27,152,48.62,579.9177632,2.202499859,C3S1,-5.080796912,P.S.
262,NIZAMABAD,Rudrur,Rayakur,18.6102,77.8575,12.36,postmonsoon 2018 ,7.81,1249,799.36,0,307.1994847,200,1.74,17.93745,14,67.8796969,2.59,64,77.792,479.8684211,1.347258626,C3S1,-3.453378726,P.S.
263,NIZAMABAD,Sirikonda,Peddavolgote,18.604,78.426,6.33,postmonsoon 2018 ,7.97,1174,751.36,0,398.9585896,90,1.35,41.41115,21,104.6739926,4.21,80,38.896,359.9342105,2.398829551,C3S1,0.780487581,P.S.
264,NIZAMABAD,Vailpoor,Ankushpur,18.811,78.396,3.98,postmonsoon 2018 ,7.24,1268,811.52,0,282.2985263,170,0.913,105.18875,20,80.5001113,4.24,104,48.62,459.9177632,1.632031561,C3S1,-3.552384737,P.S.
265,NIZAMABAD,Vailpoor,Vailpoor,18.773,78.386,16.52,postmonsoon 2018 ,7.21,1549,991.36,0,251.4352232,320,0.871,56.2483,18,109.548683,3.28,120,58.344,539.9013158,2.049850234,C3S1,-5.769321852,P.S.
266,NIZAMABAD,Varni,Varni,18.543,77.903,6.83,postmonsoon 2018 ,7.7,813,520.32,0,341.360006,30,1.48,14.239235,7,59.43722198,1.11,48,38.896,279.9342105,1.544552514,C3S1,1.22851591,P.S.
267,NIZAMABAD,Yedapalli,Yedapalli,18.678,77.954,13.27,postmonsoon 2018 ,7.75,1186,759.04,0,411.6723991,90,2.17,34.302605,20,154.8754567,1.8,48,34.034,259.9424342,4.176535463,C3S1,3.034599297,U.S.
268,PEDDAPALLY,Dharmaram,Dharmaram,18.7453,79.1872,3.95,postmonsoon 2018 ,7.92,1552,993.28,0,200,270,0.74,31.003,178,209,28,40,48.62,299.9177632,5.247076015,C3S1,-1.998355263,P.S.
269,PEDDAPALLY,Eligedu,Eligedu,18.552157,79.260942,9.34,postmonsoon 2018 ,8.14,763,488.32,0,130,120,1.39,17.11204545,79,84,10,32,29.172,199.9506579,2.582795561,C3S1,-1.399013158,P.S.
270,PEDDAPALLY,Julapalli,Julapalli,18.6205,79.2492,3.98,postmonsoon 2018 ,7.03,1699,1087.36,0,120,190,4.43,1.811863636,180,136,1,40,43.758,279.9259868,3.534186498,C3S1,-3.198519737,P.S.
271,PEDDAPALLY,Odella,Odella,18.4528,79.46,3.66,postmonsoon 2018 ,7.92,1250,800,0,130,230,0.35,89.18395455,96,182,8,48,24.31,219.9588816,5.335471453,C3S1,-1.799177632,P.S.
272,PEDDAPALLY,Peddapalli,Peddapalli,18.6017,79.39,4.95,postmonsoon 2018 ,8.11,1210,774.4,0,150,180,1.49,110.9263182,86,145,21,48,29.172,239.9506579,4.06985741,C3S1,-1.799013158,P.S.
273,RANGAREDDY,Chevella,Alur,17.324,78.064,9.36,postmonsoon 2018 ,8.55,580,371.2,60,178.9222242,10,0.71,33.2175,7,14.1310685,1.75,48,34.034,259.9424342,0.381073347,C2S1,-0.420404199,P.S.
274,RANGAREDDY,Amangal,Amangal,16.8442,78.5425,10.18,postmonsoon 2018 ,7.53,1872,1198.08,0,320.7805306,270,0.65,239.166,31,121.5265423,1,168,63.206,679.8930921,2.026389802,C3S1,-7.182251231,P.S.
275,RANGAREDDY,Chevella,Dharmasagar,17.336,78.154,22.51,postmonsoon 2018 ,8.47,900,576,100,187.5182701,80,0.7,40.52535,12,32.06496904,3.8,88,38.896,379.9342105,0.71523505,C3S1,-1.848318809,P.S.
276,RANGAREDDY,Serilingampally,Gachibowli,17.43,78.368,,postmonsoon 2018 ,8.5,463,296.32,60,54.79771251,70,0.58,2.6574,13,41.8859952,2.17,40,9.724,139.9835526,1.539226377,C2S1,-0.503716802,P.S.
277,RANGAREDDY,Kandukur,Kandukur,17.08,78.48,12.79,postmonsoon 2018 ,7.9,955,611.2,0,362.193264,50,1.84,35.432,11,82.63768615,2.1,64,34.034,299.9424342,2.074585588,C4S2,1.245016597,P.S.
278,RANGAREDDY,Keshampet,Keshampet,16.943945,78.329383,14.13,postmonsoon 2018 ,7.59,1870,1196.8,0,148.31714,380,0.62,272.3835,21,101.4417798,3.1,152,82.654,719.8601974,1.643860438,C3S1,-11.43086115,P.S.
279,RANGAREDDY,Kothur,Kothur,17.1587,78.2879,12.3,postmonsoon 2018 ,7.56,2350,1504,0,190.4826464,530,0.65,205.9485,57,257.8130012,5,144,63.206,619.8930921,4.50213569,C4S1,-8.588208913,P.S.
280,RANGAREDDY,Madgula,Madgula,16.843335,78.687875,12.56,postmonsoon 2018 ,7.75,1262,807.68,0,312.8174172,180,0.97,42.29695,23,98.64370488,2.3,96,43.758,419.9259868,2.092932218,C3S1,-2.142171393,P.S.
281,RANGAREDDY,Maheswaram,Maheswaram,17.135,78.439,24.07,postmonsoon 2018 ,7.9,1130,723.2,0,262.8738397,150,1.64,88.58,13,76.98178831,2.65,72,53.482,399.9095395,1.673706403,C3S1,-2.740713995,P.S.
282,RANGAREDDY,Manchal,Manchal,17.16,78.739,14.85,postmonsoon 2018 ,8.39,1943,1243.52,40,324.8120526,340,4.77,101.867,34,257.3996798,1.4,32,82.654,419.8601974,5.461699647,C3S1,-1.100962895,P.S.
283,RANGAREDDY,Ibrahimpatnam,Mangalpally,17.22,78.598,10.95,postmonsoon 2018 ,8.57,970,620.8,80,254.8333454,60,1.59,59.7915,12,94.31462036,3.8,72,24.31,279.9588816,2.45077849,C3S1,1.097489277,P.S.
284,RANGAREDDY,Moinabad,Moinabad,17.33,78.29,18.45,postmonsoon 2018 ,7.82,1184,757.76,0,315.3506571,110,0.99,108.5105,27,51.88061293,4.1,88,63.206,479.8930921,1.029686486,C3S1,-3.290848701,P.S.
285,RANGAREDDY,Shamshabad,Palmokole,17.204,78.301,12.86,postmonsoon 2018 ,8.34,1010,646.4,40,309.9444606,80,1.66,25.46675,16,141.4692268,2,32,29.172,199.9506579,4.349834416,C3S1,2.999876053,U.S.
286,RANGAREDDY,Rajender Nagar,Rajender Nagar,17.316,78.405,10.72,postmonsoon 2018 ,7.56,4860,3110.4,0,556.1109258,1050,1.72,44.29,320,161.7915062,2.3,488,213.928,2099.638158,1.535167097,C4S1,-30.87054464,P.S.
287,RANGAREDDY,Farooqnagar,Shadnagar,17.063191,78.184623,37.68,postmonsoon 2018 ,7.72,1734,1109.76,0,316.7534751,310,2.05,106.296,18,97.65486215,2.75,128,82.654,659.8601974,1.652875221,C3S1,-6.862134445,P.S.
288,RANGAREDDY,Shahbad,Shahbad,17.202,78.104,20.52,postmonsoon 2018 ,8.27,473,302.72,0,190.7854009,20,1.19,9.7438,7,25.95773746,1.93,40,19.448,179.9671053,0.841283622,C2S1,0.216365912,P.S.
289,RANGAREDDY,Shankarpalli,Shankarpalli,17.453,78.131,18.7,postmonsoon 2018 ,7.89,1033,661.12,0,198.8604311,170,0.58,70.864,15,55.10541238,1.54,64,58.344,399.9013158,1.198091547,C3S1,-4.020817694,P.S.
290,RANGAREDDY,Talakondapalli,Talakondapalli,16.89,78.413,24.55,postmonsoon 2018 ,8,782,500.48,0,269.640006,30,1.49,84.151,7,33.36323429,1.92,56,43.758,319.9259868,0.810990095,C3S1,-1.005719616,P.S.
291,RANGAREDDY,Yacharam,Yacharam,17.05,78.67,20.26,postmonsoon 2018 ,8.45,1090,697.6,40,317.513903,70,2.11,77.5075,20,39.58012307,3.51,104,48.62,459.9177632,0.802433798,C3S1,-2.048077203,P.S.
292,SANGAREDDY,Andole,Jogipet,17.835805,78.072972,22.98,postmonsoon 2018 ,6.96,1466,938.24,0,353.6688518,210,1.47,70.864,18,118.3005616,2.57,64,77.792,479.8684211,2.347998877,C3S1,-2.523991385,P.S.
293,SANGAREDDY,Gummadiddla,Gummadiddla,17.6849,78.3679,22.35,postmonsoon 2018 ,7.58,1961,1255.04,0,456.6510068,270,0.53,139.5135,20,136.6798124,213.7,72,58.344,419.9013158,2.900032869,C3S1,0.73499382,P.S.
294,SANGAREDDY,Hathnoora,Borapatla,17.6713,78.1571,26.33,postmonsoon 2018 ,7.71,617,394.88,0,209.4435835,60,1.46,3.76465,8,31.34381556,2.74,40,34.034,239.9424342,0.879772731,C2S1,-0.609977014,P.S.
295,SANGAREDDY,Hathnoora,Nasthipur,17.7047,78.2185,33.03,postmonsoon 2018 ,7.65,749,479.36,0,184.1423177,80,1.75,70.864,16,43.85447438,2.32,56,34.034,279.9424342,1.139598075,C2S1,-1.91600233,P.S.
296,SANGAREDDY,Jinnaram,Ootla,17.6309,78.3194,21.13,postmonsoon 2018 ,7.17,982,628.48,0,158.0539332,220,1.14,20.8163,1,88.21230163,3.26,96,14.586,299.9753289,2.214412624,C3S1,-2.838427915,P.S.
297,SANGAREDDY,Kalher,Bachapally,18.1386,77.868,33.19,postmonsoon 2018 ,7.49,1486,951.04,0,407.3121038,200,1.25,34.1033,18,105.0818557,1.66,80,77.792,519.8684211,2.003794494,C3S1,-2.251126345,P.S.
298,SANGAREDDY,Kalher,Meerkhanpally,18.1237,77.8515,23.53,postmonsoon 2018 ,7.33,1349,863.36,0,351.6264648,180,1.82,46.28305,24,155.5836327,2.4,88,29.172,339.9506579,3.66883456,C3S1,0.233516139,P.S.
299,SANGAREDDY,Kandi,Byathole,17.6111,78.1892,31.94,postmonsoon 2018 ,7.42,1860,1190.4,0,171.8999814,400,1.79,192.6615,28.25,208.3860012,5,88,63.206,479.8930921,4.13588501,C3S1,-6.159862215,P.S.
300,SANGAREDDY,Patancheru ,Isnapur,17.5519,78.2006,12.78,postmonsoon 2018 ,7.87,1066,682.24,0,265.8204311,170,1.55,11.9583,12,89.49147492,3.01,72,38.896,339.9342105,2.110359254,C3S1,-1.482275589,P.S.
301,SANGAREDDY,Patancheru ,Patancheruvu,17.525833,78.270166,11.68,postmonsoon 2018 ,7.5,619,396.16,0,167.3295201,80,1.74,14.1728,14.25,41.53655991,1.81,72,9.724,219.9835526,1.217608254,C2S1,-1.053080651,P.S.
302,SANGAREDDY,R.C.Puram,R.C.Puram,17.5091,78.3003,28.03,postmonsoon 2018 ,7.32,920,588.8,0,226.2310798,140,1.91,19.0447,15.75,74.60801819,1.89,112,4.862,299.9917763,1.872849991,C3S1,-1.475213931,P.S.
303,SIDDIPET,Gajwel,Gajwel,17.8447,78.6847,18.64,postmonsoon 2018 ,8.15,617,394.88,0,139.8927818,20,0.97,154.79355,12,22.93834923,1.37,72,19.448,259.9671053,0.618550447,C2S1,-2.401486469,P.S.
304,SIDDIPET,Jagdevpur,Munigadapa,17.8133,78.8242,20.7,postmonsoon 2018 ,8.1,882,564.48,0,198.4039151,130,1.65,47.3903,16,74.85415728,2.15,48,38.896,279.9342105,1.945181368,C3S1,-1.630605909,P.S.
305,SIDDIPET,Mirdoddi,Bhoompalli,18.1208,78.5972,19.14,postmonsoon 2018 ,8.43,1198,766.72,80,260.8060579,130,1.48,60.89875,19,111.089953,2.8,56,53.482,359.9095395,2.545952332,C3S1,-0.382069631,P.S.
306,SIDDIPET,Mulugu,Mulugu,17.7214,78.6333,41.07,postmonsoon 2018 ,7.85,747,478.08,0,309.7554822,30,2.95,15.5015,5,52.41760271,2.6,64,24.31,259.9588816,1.413503828,C2S1,0.995932013,P.S.
307,SIDDIPET,Nanganur,Rampur,18.0888,78.9925,10.5,postmonsoon 2018 ,10.44,318,203.52,60,41.47786319,30,1.04,3.9861,10,26.43778932,2.45,24,9.724,99.98355263,1.149563641,C2S1,0.029886211,P.S.
308,SIDDIPET,Raipole,Raipole,17.9256,78.6181,26.7,postmonsoon 2018 ,8.34,572,366.08,60,78.74873419,20,1.47,133.7558,8,20.88274977,2.74,56,24.31,239.9588816,0.586126604,C2S1,-2.024202948,P.S.
309,SIDDIPET,Siddipet,Siddipet,18.1033,78.8375,7.02,postmonsoon 2018 ,8.22,861,551.04,0,197.8831194,120,1.5,50.0477,18,70.29350433,1.61,48,38.896,279.9342105,1.826666947,C3S1,-1.641021822,P.S.
310,SIDDIPET,Wargal,Majidpalli,17.8233,78.5866,8.55,postmonsoon 2018 ,8.53,383,245.12,40,109.8365913,20,0.64,3.9861,8,13.96250217,2.42,32,19.448,159.9671053,0.479976611,C2S1,-0.202610279,P.S.
311,SIRCILLA,Gambhiraopet,Narmal,18.283725,78.552568,12.67,postmonsoon 2018 ,7.19,1240,793.6,0,290,150,1.29,56.36909091,82,196,9,56,14.586,199.9753289,6.026151217,C3S1,1.800493421,MR
312,SIRCILLA,Illanthakunta,Illanthukunta ,18.311944,78.956388,18.9,postmonsoon 2018 ,8.28,1009,645.76,0,180,210,1.26,34.82804545,85,179,7,80,5,200,5.503135384,C3S1,-0.4,P.S.
313,SIRCILLA,Konaraopet,Nizamabad,18.4703,78.7189,9.95,postmonsoon 2018 ,8.12,726,464.64,0,270,30,1.11,64.42181818,29,116,5,32,14.586,139.9753289,4.262892735,C2S1,2.600493421,U.S.
314,SIRCILLA,Sircilla,Sircilla(urban),18.35555,78.78308,15.18,postmonsoon 2018 ,8.14,2019,1292.16,0,410,360,1.03,41.87418182,108,199,11,80,102.102,619.8273026,3.475280705,C3S1,-4.196546053,P.S.
315,SIRCILLA,Vemulawada,Vemulawada(rural),18.486422,78.863888,24.95,postmonsoon 2018 ,7.89,1556,995.84,0,280,230,1.77,102.6722727,100,136,34,80,58.344,439.9013158,2.819249044,C3S1,-3.198026316,P.S.
316,SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377197,78.616814,25.49,postmonsoon 2018 ,7.96,903,577.92,0,220,130,0.94,52.34272727,79,132,2,56,24.31,239.9588816,3.704910155,C3S1,-0.399177632,P.S.
317,SURYAPET,Arvapally,Kodur,17.316549,79.622842,16.45,postmonsoon 2018 ,8.09,990,633.6,0,370.0174684,40,1.15,65.9921,10,82.12910913,1.14,80,29.172,319.9506579,1.996309035,C3S1,1.00133621,P.S.
318,SURYAPET,Arvapally,Nagaram,17.386693,79.496965,10.92,postmonsoon 2018 ,8.14,1363,872.32,0,255.5747349,260,0.98,41.85405,18,85.40600488,2.13,128,43.758,499.9259868,1.660763206,C3S1,-4.887025039,P.S.
319,SURYAPET,Chivemla,B. Chandupatla,17.141752,79.718667,5.68,postmonsoon 2018 ,7.98,1019,652.16,0,372.0712839,70,1.61,28.7885,10,69.61665085,2.59,88,34.034,359.9424342,1.59539698,C3S1,0.242576995,P.S.
320,SURYAPET,Mattampalle,Raghunadhapalem,16.753544,79.885324,8.16,postmonsoon 2018 ,7.86,1600,1024,0,260.7941141,330,1.42,11.9583,54,168.1888332,1.9,120,34.034,439.9424342,3.486353295,C3S1,-3.582966402,P.S.
321,SURYAPET,Mellacheruvu,Mellacheruvu,16.83738,79.904517,6.09,postmonsoon 2018 ,7.88,1292,826.88,0,413.1396294,130,1.02,9.52235,34,105.7912749,1.99,104,38.896,419.9342105,2.244560866,C3S1,-0.135891623,P.S.
322,SURYAPET,Nuthankal,Nuthankal,17.333829,79.691828,9.37,postmonsoon 2018 ,8.06,953,609.92,0,367.6615974,50,1.24,26.1311,12,36.05333963,2.31,96,38.896,399.9342105,0.783832715,C3S1,-0.645452263,P.S.
323,SURYAPET,Thungathurthi,Thungathurthi,17.398742,79.59122,2.69,postmonsoon 2018 ,7.99,1544,988.16,0,284.9221219,290,1.11,60.2344,21,106.0090289,7.31,136,48.62,539.9177632,1.983586813,C3S1,-5.099912825,P.S.
324,VIKARABAD,Bantwaram,Bantwaram,17.445,77.696,43.17,postmonsoon 2018 ,7.44,610,390.4,0,152.8008078,70,0.61,50.9335,9,48.81981502,1.54,32,29.172,199.9506579,1.501090494,C2S1,-0.942997003,P.S.
325,VIKARABAD,Basheerabad,Basheerabad,17.211,77.444,16.63,postmonsoon 2018 ,7.64,1330,851.2,0,161.7925107,250,0.92,152.8005,20,114.0632183,2.96,72,58.344,419.9013158,2.420160493,C3S1,-5.162176102,P.S.
326,VIKARABAD,Bomraspet,Bomraspet,17.164004,77.719418,24.27,postmonsoon 2018 ,8.56,670,428.8,40,193.5357264,60,1.24,6.42205,8,81.55781502,0.86,16,29.172,159.9506579,2.803785148,C2S1,1.47170137,MR
327,VIKARABAD,Dharoor,Dharoor,17.303,77.774,12.45,postmonsoon 2018 ,7.82,980,627.2,0,132.4873479,230,1.13,15.72295,15,51.42502361,2.5,64,53.482,379.9095395,1.147113958,C3S1,-4.948443831,P.S.
328,VIKARABAD,Doma,Doma,17.088,77.836,16.19,postmonsoon 2018 ,7.53,1371,877.44,0,211.5260128,300,1.5,31.4459,18,67.52827872,4.44,96,72.93,539.8766447,1.263602783,C3S1,-6.567012639,P.S.
329,VIKARABAD,Doulathabad,Doulathabad,16.9983,77.5415,12.17,postmonsoon 2018 ,7.89,660,422.4,0,223.7277878,50,1.37,31.22445,7,50.60750271,2.6,48,24.31,219.9588816,1.483598275,C2S1,0.075378125,P.S.
330,VIKARABAD,Kodangal,Kodangal,17.0992,77.6011,15.58,postmonsoon 2018 ,7.66,1705,1091.2,0,412.1889332,220,1.48,126.2265,19,100.4303429,2.2,144,68.068,639.8848684,1.726180432,C3S1,-4.553918704,P.S.
331,VIKARABAD,Kodangal,Rudraram (S),17.133,77.511,,postmonsoon 2018 ,7.87,670,428.8,0,232.615877,20,1.04,77.5075,8,17.37714551,0.5,56,38.896,299.9342105,0.436252169,C2S1,-1.34636667,P.S.
332,VIKARABAD,Marpalli,Marpalli,17.529,77.771,23.72,postmonsoon 2018 ,9.18,345,220.8,40,40.77897833,50,0.26,2.2145,17,43.88047755,14.74,8,9.724,59.98355263,2.463357347,C2S1,0.415908514,P.S.
333,VIKARABAD,Nawabpet,Vattinenipally(s),17.445,77.983,11.76,postmonsoon 2018 ,8.86,595,380.8,80,185.3353195,10,0.83,14.83715,3,27.64329683,0.33,56,24.31,239.9588816,0.775878266,C2S1,0.507528758,P.S.
334,VIKARABAD,Parigi,Parigi,17.18,77.88,25.15,postmonsoon 2018 ,8.22,610,390.4,0,165.8595359,60,0.56,50.9335,10,21.4156161,1.22,40,38.896,259.9342105,0.577525302,C2S1,-1.881493493,P.S.
335,VIKARABAD,Peddamul,Peddamul,17.33,77.66,19.46,postmonsoon 2018 ,7.65,1364,872.96,0,198.9701358,280,0.82,84.151,13,75.58033274,3.64,72,82.654,519.8601974,1.441244556,C3S1,-6.417801232,P.S.
336,VIKARABAD,Pudur,Pudur,17.264,77.957,14.48,postmonsoon 2018 ,8.34,260,166.4,20,51.63016276,20,0.2,33.2175,2,5.076154025,0.22,32,9.724,119.9835526,0.201486567,C2S1,-0.967067797,P.S.
337,VIKARABAD,Tandur,Tandur,17.251,77.591,7.94,postmonsoon 2018 ,7.87,1483,949.12,0,245.6334751,310,2.08,44.29,15,122.5261322,2.1,64,77.792,479.8684211,2.431866906,C3S1,-4.684698918,P.S.
338,VIKARABAD,Vikarabad ,Vikarabad(S),17.321,77.914,19.77,postmonsoon 2018 ,8.31,450,288,20,118.0448493,40,0.48,31.22445,3,21.54214977,0.36,32,24.31,179.9588816,0.698191508,C2S1,-0.838280645,P.S.
339,VIKARABAD,Yalal,Yalal,17.2,77.64,19.15,postmonsoon 2018 ,8.21,370,236.8,0,129.1686528,10,1.7,44.29,4,12.02327167,0.57,48,9.724,159.9835526,0.41329215,C2S1,-0.616297996,P.S.
