sno,district,mandal,village,lat_gis,long_gis,gwl,season,pH,EC,TDS,CO_-2 ,HCO_ - ,Cl -,F -,NO3- ,SO4-2,Na+,K+,Ca+2,Mg+2,T.H,SAR,Classification,RSC  meq  / L,Classification.1
254,NIZAMABAD,Morthad,Morthad,18.826,78.449,8.63,post monsoon 2019,7.45,820,524.8,,260,70,0.64,38.79804,13,40,3,104,14.586,319.9753289,0.972240948,C3S1,-1.199506579,P.S.
255,NIZAMABAD,Mugpal,Manchippa,18.539,78.114,2.34,post monsoon 2019,7.85,1430,915.2,,430,170,0.82,29.6743,19,98,6,136,34.034,479.9424342,1.944928609,C3S1,-0.998848684,P.S.
256,NIZAMABAD,Mupkal,Mupkal,18.912998,78.361616,5.2,post monsoon 2019,7.51,1145,732.8,,320,140,0.79,40.7468,19,75,2,112,29.172,399.9506579,1.630535353,C3S1,-1.599013158,P.S.
257,NIZAMABAD,Nandipet,Ailapoor,18.853,78.114,4.29,post monsoon 2019,7.53,1255,803.2,,440,130,1.15,28.38989,20,123,9,88,43.758,399.9259868,2.674160459,C3S1,0.801480263,P.S.
258,NIZAMABAD,Nandipet,Nutpally,18.9365,78.2182,3.41,post monsoon 2019,7.43,702,449.28,,210,70,0.65,29.76288,21,45,2,88,9.724,259.9835526,1.213421654,C2S1,-0.999671053,P.S.
259,NIZAMABAD,Nandipet,Velmal,18.831,78.143,5.52,post monsoon 2019,7.38,1216,778.24,,300,200,0.67,7.70646,40,95,2,160,9.724,439.9835526,1.969144325,C3S1,-2.799671053,P.S.
260,NIZAMABAD,Nizamabad,Arsapally,18.685342,78.06863,1.1,post monsoon 2019,7.62,1299,831.36,,390,160,0.97,26.574,19,61,3,96,68.068,519.8848684,1.163183975,C3S1,-2.597697368,P.S.
261,NIZAMABAD,Renjal,Dupally,18.733,77.991,13.13,post monsoon 2019,7.87,1123,718.72,,60,260,1.66,150.586,34,120,7,88,19.448,299.9671053,3.012427434,C3S1,-4.799342105,P.S.
262,NIZAMABAD,Rudrur,Rayakur,18.6102,77.8575,14.5,post monsoon 2019,7.68,1206,771.84,,360,210,1.97,17.89316,20,55,3,104,72.93,559.8766447,1.010621837,C3S1,-3.997532895,P.S.
263,NIZAMABAD,Sirikonda,Peddavolgote,18.604,78.426,0.8,post monsoon 2019,7.65,900,576,,350,50,0.89,22.05642,17,72,4,80,24.31,299.9588816,1.807481237,C3S1,1.000822368,P.S.
264,NIZAMABAD,Vailpoor,Ankushpur,18.811,78.396,3.13,post monsoon 2019,6.11,1290,825.6,,120,290,0.39,139.9564,6,105,21,48,63.206,379.8930921,2.34223661,C3S1,-5.197861842,P.S.
265,NIZAMABAD,Vailpoor,Vailpoor,18.773,78.386,6,post monsoon 2019,7.3,1120,716.8,,350,60,1.04,131.5413,18,77,2,112,29.172,399.9506579,1.674016296,C3S1,-0.999013158,P.S.
266,NIZAMABAD,Varni,Varni,18.543,77.903,3.45,post monsoon 2019,7.27,998,638.72,,380,70,0.93,32.86318,12,42,0.71,96,43.758,419.9259868,0.891117718,C3S1,-0.798519737,P.S.
267,NIZAMABAD,Yedapalli,Yedapalli,18.678,77.954,14.2,post monsoon 2019,7.86,832,532.48,,340,40,1.33,19.66476,10,97,2,24,34.034,199.9424342,2.982575257,C3S1,2.801151316,U.S.
268,PEDDAPALLY,Dharmaram,Dharmaram,18.7453,79.1872,2.92,post monsoon 2019,8.72,958,613.12,20,60,200,0.09,130.8568182,100,122,7,72,38.896,339.9342105,2.876964863,C3S1,-5.198684211,P.S.
269,PEDDAPALLY,Eligedu,Eligedu,18.552157,79.260942,4.75,post monsoon 2019,8.11,554,354.56,0,100,110,0.82,5.636909091,68,45,1,32,38.896,239.9342105,1.263102486,C2S1,-2.798684211,P.S.
270,PEDDAPALLY,Julapalli,Julapalli,18.6205,79.2492,3.05,post monsoon 2019,7.98,1870,1196.8,0,410,90,2.72,1.409227273,182,291,17,56,14.586,199.9753289,8.946989817,C3S2,4.200493421,U.S.
271,PEDDAPALLY,Odella,Odella,18.4528,79.46,1.87,post monsoon 2019,8.1,752,481.28,0,200,130,0.12,91.80109091,110,145,2,80,19.448,279.9671053,3.767789771,C3S1,-1.599342105,P.S.
272,PEDDAPALLY,Peddapalli,Peddapalli,18.6017,79.39,4.51,post monsoon 2019,7.86,1430,915.2,0,190,240,0.84,126.0251818,97,108,29,104,72.93,559.8766447,1.984493788,C3S1,-7.397532895,P.S.
273,RANGAREDDY,Chevella,Alur,17.324,78.064,6.75,post monsoon 2019,7.36,2430,1555.2,0,560,300,0.95,112.4966,119,204.5,33,168,82.654,759.8601974,3.22551175,C4S1,-3.997203947,P.S.
274,RANGAREDDY,Amangal,Amangal,16.8442,78.5425,,post monsoon 2019,7.38,1126,720.64,0,360,130,0.5,26.574,19,55,11.8,96,53.482,459.9095395,1.115061047,C3S1,-1.998190789,P.S.
275,RANGAREDDY,Chevella,Dharmasagar,17.336,78.154,21.11,post monsoon 2019,7.47,2350,1504,0,520,340,1.78,114.7111,86,125,17.5,144,131.274,899.7779605,1.811817714,C4S1,-7.595559211,P.S.
277,RANGAREDDY,Kandukur,Kandukur,17.08,78.48,9.3,post monsoon 2019,7.67,1520,972.8,0,370,200,0.83,96.1093,44,136,16.8,120,43.758,479.9259868,2.69913085,C3S1,-2.198519737,P.S.
278,RANGAREDDY,Keshampet,Keshampet,16.943945,78.329383,10.69,post monsoon 2019,7.8,2300,1472,0,450,460,0.93,12.4012,50,272,4,96,92.378,619.84375,4.750069399,C4S2,-3.396875,P.S.
279,RANGAREDDY,Kothur,Kothur,17.1587,78.2879,5.29,post monsoon 2019,8.48,5560,3558.4,30,1050,1060,1.12,45.1758,124,1051,21.4,88,87.516,579.8519737,18.97650854,OG,10.00296053,U.S.
280,RANGAREDDY,Madgula,Madgula,16.843335,78.687875,10.18,post monsoon 2019,7.77,1235,790.4,0,360,140,0.87,68.6495,21,70.5,0.45,96,68.068,519.8848684,1.344335578,C3S1,-3.197697368,P.S.
281,RANGAREDDY,Maheswaram,Maheswaram,17.135,78.439,22.03,post monsoon 2019,7.84,1013,648.32,0,370,80,0.82,18.6018,29,66.6,0.31,64,58.344,399.9013158,1.448004717,C3S1,-0.598026316,P.S.
282,RANGAREDDY,Manchal,Manchal,17.16,78.739,8.66,post monsoon 2019,7.93,1120,716.8,0,360,120,0.62,13.41987,29,118.5,1.4,64,38.896,319.9342105,2.880448889,C3S1,0.801315789,P.S.
283,RANGAREDDY,Ibrahimpatnam,Mangalpally,17.22,78.598,11.33,post monsoon 2019,7.45,1860,1190.4,0,450,200,1.18,205.0627,43,168.7,6.2,128,68.068,599.8848684,2.994699795,C3S1,-2.997697368,P.S.
284,RANGAREDDY,Moinabad,Moinabad,17.33,78.29,23.57,post monsoon 2019,7.72,2180,1395.2,0,620,270,1.33,71.3069,51,313,1.4,56,77.792,459.8684211,6.345994738,C3S1,3.202631579,U.S.
285,RANGAREDDY,Shamshabad,Palmokole,17.204,78.301,11.72,post monsoon 2019,7.41,1630,1043.2,0,590,150,1.43,64.6634,26,156,3.1,88,82.654,559.8601974,2.866533132,C3S1,0.602796053,P.S.
286,RANGAREDDY,Rajender Nagar,Rajender Nagar,17.316,78.405,7.99,post monsoon 2019,7.43,1414,904.96,0,430,160,0.98,73.0785,26,96,1.76,112,63.206,539.8930921,1.796344016,C3S1,-2.197861842,P.S.
287,RANGAREDDY,Farooqnagar,Shadnagar,17.063191,78.184623,29.36,post monsoon 2019,7.02,2740,1753.6,0,430,490,0.41,125.3407,99,156,15.6,312,34.034,919.9424342,2.23622983,C4S1,-9.798848684,P.S.
288,RANGAREDDY,Shahbad,Shahbad,17.202,78.104,13.54,post monsoon 2019,7.9,5510,3526.4,0,1050,1110,1.84,159.444,45,1099,29.2,40,77.792,419.8684211,23.3191787,OG,12.60263158,U.S.
289,RANGAREDDY,Shankarpalli,Shankarpalli,17.453,78.131,12.43,post monsoon 2019,7.81,2090,1337.6,0,610,270,1.34,5.53625,45,320,19,48,58.344,359.9013158,7.333823016,C3S1,5.001973684,U.S.
290,RANGAREDDY,Talakondapalli,Talakondapalli,16.89,78.413,22.08,post monsoon 2019,7.7,2240,1433.6,0,430,440,0.95,32.3317,34,247.6,3.2,104,82.654,599.8601974,4.395393699,C3S1,-3.397203947,P.S.
291,RANGAREDDY,Yacharam,Yacharam,17.05,78.67,19.86,post monsoon 2019,7.61,2470,1580.8,0,340,410,0.74,241.8234,101,173,17.6,176,97.24,839.8355263,2.595500675,C4S1,-9.996710526,P.S.
292,SANGAREDDY,Andole,Jogipet,17.835805,78.072972,23.76,post monsoon 2019,7.37,1165,745.6,0,210,170,1.58,130.2126,24,120,3.08,24,72.93,359.8766447,2.750277898,C3S1,-3.797532895,P.S.
293,SANGAREDDY,Gummadiddla,Gummadiddla,17.6849,78.3679,22.04,post monsoon 2019,8.01,1628,1041.92,,210,280,0.72,215.6923,20,111.39,3.88,112,68.068,559.8848684,2.046769811,C3S1,-6.997697368,P.S.
294,SANGAREDDY,Hathnoora,Borapatla,17.6713,78.1571,22.41,post monsoon 2019,8.45,490,313.6,20,180,40,1.26,2.2145,8,40.41,3.45,40,19.448,179.9671053,1.309677748,C2S1,0.400657895,P.S.
295,SANGAREDDY,Hathnoora,Nasthipur,17.7047,78.2185,32.42,post monsoon 2019,7.26,631,403.84,,230,50,1.4,30.33865,17,39.15,2.56,64,24.31,259.9588816,1.055726931,C2S1,-0.599177632,P.S.
296,SANGAREDDY,Jinnaram,Ootla,17.6309,78.3194,14.84,post monsoon 2019,7.98,1407,900.48,,300,240,1.33,15.98869,21,108.73,1.7,96,48.62,439.9177632,2.253906016,C3S1,-2.798355263,P.S.
297,SANGAREDDY,Kalher,Bachapally,18.1386,77.868,14.97,post monsoon 2019,8.23,1158,741.12,,350,160,0.7,13.55274,12,91.29,2,56,68.068,419.8848684,1.937002847,C3S1,-1.397697368,P.S.
298,SANGAREDDY,Kalher,Meerkhanpally,18.1237,77.8515,16.58,post monsoon 2019,7.63,1714,1096.96,,400,240,0.98,40.48106,34,118.25,2.29,144,48.62,559.9177632,2.172757164,C3S1,-3.198355263,P.S.
299,SANGAREDDY,Kandi,Byathole,17.6111,78.1892,18.26,post monsoon 2019,8.12,2030,1299.2,,200,470,1.65,32.73031,34,279,7.4,1.2,77.792,322.8684211,6.75092965,C3S1,-2.457368421,P.S.
300,SANGAREDDY,Patancheru ,Isnapur,17.5519,78.2006,22.11,post monsoon 2019,8.1,1583,1013.12,,230,320,1.42,2.83456,25,111.63,4.1,112,48.62,479.9177632,2.215489399,C3S1,-4.998355263,P.S.
301,SANGAREDDY,Patancheru ,Patancheruvu,17.525833,78.270166,16.76,post monsoon 2019,7.49,362,231.68,0,120,20,0.3,38.00082,4,14.02,1.01,56,4.862,159.9917763,0.481916002,C2S1,-0.799835526,P.S.
302,SANGAREDDY,R.C.Puram,R.C.Puram,17.5091,78.3003,23.8,post monsoon 2019,8.32,744,476.16,20,200,90,1.23,21.43636,17,59.75,1.89,40,38.896,259.9342105,1.611307219,C2S1,-0.798684211,P.S.
304,SIDDIPET,Jagdevpur,Munigadapa,17.8133,78.8242,18.87,post monsoon 2019,6.63,1352,865.28,,150,260,0.47,172.731,15,42,4,120,68.068,579.8848684,0.758316605,C3S1,-8.597697368,P.S.
305,SIDDIPET,Mirdoddi,Bhoompalli,18.1208,78.5972,11.79,post monsoon 2019,7.25,1273,814.72,,310,190,0.97,40.70251,19,135,3,64,43.758,339.9259868,3.183565202,C3S1,-0.598519737,P.S.
306,SIDDIPET,Mulugu,Mulugu,17.7214,78.6333,37.64,post monsoon 2019,7.3,650,416,,260,30,2.51,13.287,4,68,3,40,19.448,179.9671053,2.203862581,C2S1,1.600657895,MR
307,SIDDIPET,Nanganur,Rampur,18.0888,78.9925,7.06,post monsoon 2019,7.41,737,471.68,,260,50,1.54,16.16585,18,39,3,80,19.448,279.9671053,1.013405525,C2S1,-0.399342105,P.S.
308,SIDDIPET,Raipole,Raipole,17.9256,78.6181,19.36,post monsoon 2019,7.91,511,327.04,,100,50,1.13,89.4658,8,23,2,48,19.448,199.9671053,0.707164939,C2S1,-1.999342105,P.S.
309,SIDDIPET,Siddipet,Siddipet,18.1033,78.8375,4.73,post monsoon 2019,7.5,1488,952.32,,300,240,1.88,53.148,41,159,4.3,72,48.62,379.9177632,3.546700274,C3S1,-1.598355263,P.S.
310,SIDDIPET,Wargal,Majidpalli,17.8233,78.5866,5.89,post monsoon 2019,7.86,392,250.88,,130,40,0.41,2.74598,9,23,5,48,4.862,139.9917763,0.845179078,C2S1,-0.199835526,P.S.
311,SIRCILLA,Gambhiraopet,Narmal,18.283725,78.552568,5.47,post monsoon 2019,7.44,790,505.6,0,200,80,0.91,39.65968182,86,88,5,48,29.172,239.9506579,2.469982428,C3S1,-0.799013158,P.S.
312,SIRCILLA,Illanthakunta,Illanthukunta ,18.311944,78.956388,4.97,post monsoon 2019,7.79,679,434.56,0,140,60,1.61,42.67945455,70,71,2,32,24.31,179.9588816,2.301144389,C2S1,-0.799177632,P.S.
313,SIRCILLA,Konaraopet,Nizamabad,18.4703,78.7189,6.7,post monsoon 2019,7.84,943,603.52,0,190,110,0.55,43.88736364,119,102,4,56,34.034,279.9424342,2.650562006,C3S1,-1.798848684,P.S.
314,SIRCILLA,Sircilla,Sircilla(urban),18.35555,78.78308,9.59,post monsoon 2019,8.26,1834,1173.76,0,400,230,1.05,44.29,173,209,8,80,68.068,479.8848684,4.148106729,C3S1,-1.597697368,P.S.
315,SIRCILLA,Vemulawada,Vemulawada(rural),18.486422,78.863888,9.53,post monsoon 2019,8.27,1218,779.52,0,190,170,0.61,44.89395455,172,137,8,64,43.758,339.9259868,3.230729131,C3S1,-2.998519737,P.S.
316,SIRCILLA,Yellareddipet,Racherla Boppaspur,18.377197,78.616814,12.75,post monsoon 2019,7.51,778,497.92,0,210,70,0.55,31.003,78,78,6,48,29.172,239.9506579,2.189302607,C3S1,-0.599013158,P.S.
317,SURYAPET,Arvapally,Kodur,17.316549,79.622842,15.31,post monsoon 2019,8.17,838,536.32,,300,20,1.32,108.5105,10.5,61.85,0.87,72,29.172,299.9506579,1.552697875,C3S1,0.000986842,P.S.
318,SURYAPET,Arvapally,Nagaram,17.386693,79.496965,6.97,post monsoon 2019,7.92,1298,830.72,,230,260,0.97,29.58572,14.75,92.87,1.71,112,38.896,439.9342105,1.925101985,C3S1,-4.198684211,P.S.
319,SURYAPET,Chivemla,B. Chandupatla,17.141752,79.718667,1.97,post monsoon 2019,8.49,851,544.64,70,300,40,1.53,4.11897,9.75,69,1.16,32,53.482,299.9095395,1.732312004,C3S1,1.401809211,MR
320,SURYAPET,Mattampalle,Raghunadhapalem,16.753544,79.885324,6.97,post monsoon 2019,8.19,1743,1115.52,,310,330,1.12,10.23099,56.25,90,4,136,77.792,659.8684211,1.52330196,C3S1,-6.997368421,P.S.
321,SURYAPET,Mellacheruvu,Mellacheruvu,16.83738,79.904517,7.81,post monsoon 2019,8.26,902,577.28,,250,100,0.52,37.15931,19.75,70.59,1.91,80,24.31,299.9588816,1.772084729,C3S1,-0.999177632,P.S.
322,SURYAPET,Nuthankal,Nuthankal,17.333829,79.691828,7.61,post monsoon 2019,7.99,855,547.2,,400,10,0.98,16.29872,9.5,47.59,1.94,48,53.482,339.9095395,1.12229284,C3S1,1.201809211,P.S.
323,SURYAPET,Thungathurthi,Thungathurthi,17.398742,79.59122,1.52,post monsoon 2019,8.42,2340,1497.6,60,390,360,2.4,125.7836,55,380.4,4,72,29.172,299.9506579,9.549656775,C4S1,3.000986842,U.S.
324,VIKARABAD,Bantwaram,Bantwaram,17.445,77.696,7.39,post monsoon 2019,7.92,796,509.44,,280,30,0.45,73.9643,9.25,25,0.37,80,34.034,339.9424342,0.589534849,C3S1,-1.198848684,P.S.
325,VIKARABAD,Basheerabad,Basheerabad,17.211,77.444,14.68,post monsoon 2019,7.62,1890,1209.6,,300,360,1.2,97.438,21,19,0.33,96,155.584,879.7368421,0.278515503,C3S1,-11.59473684,P.S.
326,VIKARABAD,Bomraspet,Bomraspet,17.164004,77.719418,15.52,post monsoon 2019,7.79,989,632.96,,250,130,1.43,12.4012,12,80,1.26,56,38.896,299.9342105,2.00839508,C3S1,-0.998684211,P.S.
327,VIKARABAD,Dharoor,Dharoor,17.303,77.774,13.03,post monsoon 2019,7.91,1339,856.96,,300,230,0.96,31.93309,11,56.17,2.38,112,63.206,539.8930921,1.051048369,C3S1,-4.797861842,P.S.
328,VIKARABAD,Doma,Doma,17.088,77.836,18.89,post monsoon 2019,7.55,832,532.48,,200,140,1.21,38.62088,9.25,40.15,2.7,88,34.034,359.9424342,0.920113047,C3S1,-3.198848684,P.S.
329,VIKARABAD,Doulathabad,Doulathabad,16.9983,77.5415,6.43,post monsoon 2019,7.75,899,575.36,,260,100,0.92,26.79545,16.25,67.89,2.41,72,29.172,299.9506579,1.704327546,C3S1,-0.799013158,P.S.
330,VIKARABAD,Kodangal,Kodangal,17.0992,77.6011,7.86,post monsoon 2019,8.1,2060,1318.4,,400,280,1.25,234.737,25.5,115.32,1.91,80,140.998,779.7615132,1.795543371,C3S1,-7.595230263,P.S.
331,VIKARABAD,Kodangal,Rudraram (S),17.133,77.511,2.66,post monsoon 2019,7.56,1482,948.48,,250,250,0.2,31.13587,72,42,2.03,104,92.378,639.84375,0.721912378,C3S1,-7.796875,P.S.
332,VIKARABAD,Marpalli,Marpalli,17.529,77.771,20.85,post monsoon 2019,8.25,205,131.2,,100,20,0.46,4.8719,3.75,9,0.22,40,4.862,119.9917763,0.357222604,C1S1,-0.399835526,P.S.
333,VIKARABAD,Nawabpet,Vattinenipally(s),17.445,77.983,7.94,post monsoon 2019,8.03,746,477.44,,200,60,0.49,90.3516,11.75,28.68,0.46,64,38.896,319.9342105,0.697141554,C2S1,-2.398684211,P.S.
334,VIKARABAD,Parigi,Parigi,17.18,77.88,23.88,post monsoon 2019,7.33,1076,688.64,,370,90,0.54,13.19842,16.75,27.84,1.11,80,68.068,479.8848684,0.552551633,C3S1,-2.197697368,P.S.
335,VIKARABAD,Peddamul,Peddamul,17.33,77.66,13,post monsoon 2019,7.58,1405,899.2,,300,230,0.82,75.293,12.5,82,3.72,48,97.24,519.8355263,1.563698567,C3S1,-4.396710526,P.S.
336,VIKARABAD,Pudur,Pudur,17.264,77.957,12.63,post monsoon 2019,7.32,268,171.52,,70,20,0.16,42.0755,3.25,9,0.07,32,9.724,119.9835526,0.357234846,C2S1,-0.999671053,P.S.
337,VIKARABAD,Tandur,Tandur,17.251,77.591,6.88,post monsoon 2019,7.5,1921,1229.44,,320,390,1.62,46.0616,19.25,118,1.53,88,111.826,679.8108553,1.96770561,C3S1,-7.196217105,P.S.
338,VIKARABAD,Vikarabad ,Vikarabad(S),17.321,77.914,17,post monsoon 2019,8.03,620,396.8,,260,20,0.39,19.26615,4.25,26.71,0.2,64,24.31,259.9588816,0.720267339,C2S1,0.000822368,P.S.
339,VIKARABAD,Yalal,Yalal,17.2,77.64,15.95,post monsoon 2019,7.82,546,349.44,,160,40,2.2,33.17321,8.25,12.38,0.57,80,9.724,239.9835526,0.347457803,C2S1,-1.599671053,P.S.
340,WANAPARTHY,Atmakuru,Atmakuru,16.337,77.806,7.26,post monsoon 2019,8.4,809,517.76,30,180,120,0.49,7.21927,22,83,2.58,56,24.31,239.9588816,2.329602597,C3S1,-0.599177632,P.S.
341,WANAPARTHY,Ghanpur,Ghanapur,16.56306,78.046454,5.73,post monsoon 2019,8.16,1131,723.84,0,270,150,0.87,65.9921,27,98,2.42,80,38.896,359.9342105,2.245880665,C3S1,-1.798684211,P.S.
342,WANAPARTHY,Gopalpet,Gopalpet,16.3786,78.1348,3.22,post monsoon 2019,8.17,1125,720,0,260,160,0.82,63.91047,27,97,2.47,96,29.172,359.9506579,2.222912727,C3S1,-1.999013158,P.S.
343,WANAPARTHY,Kothakota,Kanaipally,16.388259,77.960249,9.1,post monsoon 2019,8.25,1824,1167.36,0,430,270,1.01,77.5075,33,194,2.9,72,82.654,519.8601974,3.699394191,C3S1,-1.797203947,P.S.
344,WANAPARTHY,Pangal,Pangal,16.24721,78.104481,9,post monsoon 2019,8.29,509,325.76,0,190,50,0.65,3.41033,12,45,1.6,56,9.724,179.9835526,1.458371833,C2S1,0.200328947,P.S.
345,WANAPARTHY,Pebbair,Ayyavaripalli,16.1156,78.0236,1.1,post monsoon 2019,8.12,1157,740.48,0,440,90,1.16,5.44767,20,136,3.1,56,38.896,299.9342105,3.414271636,C3S1,2.801315789,U.S.
346,WANAPARTHY,Peddamandadi,Peddamandadi,16.4306,78.0251,3.67,post monsoon 2019,7.81,1054,674.56,0,260,180,0.69,6.51063,27,71,10.5,136,14.586,399.9753289,1.543525862,C3S1,-2.799506579,P.S.
347,WARANGAL (R) ,Atmakur,Atmakur,18.0686,79.738,4.5,post monsoon 2019,8.26,3689,2360.96,0,370,680,0.51,307.2115455,413,547,221,72,92.378,559.84375,10.05138882,C4S3,-3.796875,P.S.
348,WARANGAL (R) ,Chennaraopet,Chennaraopet,17.883,79.8722,0.97,post monsoon 2019,8.07,2523,1614.72,0,410,390,1.56,149.1767727,261,291,51,104,106.964,699.8190789,4.782690349,C4S2,-5.796381579,P.S.
349,WARANGAL (R) ,Duggondi,Duggondi,18.0194,79.8077,1.52,post monsoon 2019,8.36,704,450.56,50,230,80,2.26,17.91731818,48,95,17,64,19.448,239.9671053,2.666366922,C2S1,0.800657895,P.S.
350,WARANGAL (R) ,Khanapur,Khanapur,17.8988,79.93,1.79,post monsoon 2019,8.17,2446,1565.44,0,580,400,1.77,11.27381818,139,144,21,176,136.136,999.7697368,1.98008878,C4S1,-8.395394737,P.S.
351,WARANGAL (R) ,Narasampet,Narasampet,17.9227,79.8875,3.01,post monsoon 2019,8,1414,904.96,0,300,240,2.74,39.65968182,71,124,27,72,68.068,459.8848684,2.514023246,C3S1,-3.197697368,P.S.
352,WARANGAL (R) ,Nekkonda,Ameenpet,17.8081,79.8003,1.67,post monsoon 2019,8.3,1187,759.68,80,380,120,2.89,38.45177273,64,221,21,40,34.034,239.9424342,6.203130351,C3S1,4.401151316,U.S.
353,WARANGAL (R) ,Parkal,Parkal,18.2016,79.6374,2.42,post monsoon 2019,8.33,571,365.44,40,170,50,1.38,34.82804545,23,19,4,72,29.172,299.9506579,0.476980754,C2S1,-1.799013158,P.S.
354,WARANGAL (R) ,Parvathagiri,Parvathagiri,17.744466,79.723991,5.81,post monsoon 2019,8.31,1310,838.4,40,220,190,1.05,120.7909091,152,191,49,72,34.034,319.9424342,4.642689175,C3S1,-1.198848684,P.S.
355,WARANGAL (R) ,Rayaparthy,Rayaparthy,17.6942,79.5473,3.48,post monsoon 2019,8.11,957,612.48,0,220,130,0.83,43.88736364,91,89,11,64,43.758,339.9259868,2.098794837,C3S1,-2.398519737,P.S.
356,WARANGAL (R) ,Sangem,Sangem,17.8844,79.7113,2.8,post monsoon 2019,8.17,1109,709.76,0,180,230,0.7,28.38586364,115,145,39,72,29.172,299.9506579,3.640116278,C3S1,-2.399013158,P.S.
357,WARANGAL (R) ,Wardhannapet,Wardhannapet,17.773,79.5794,5.71,post monsoon 2019,8.14,1114,712.96,0,290,150,0.94,65.62972727,85,145,14,64,38.896,319.9342105,3.524599907,C3S1,-0.598684211,P.S.
358,WARANGAL (U),Bheemadevarapallly,Vangara,18.133888,79.345,5.05,post monsoon 2019,8.14,989,632.96,0,240,130,1.3,43.88736364,75,66,13,88,38.896,379.9342105,1.472183342,C3S1,-2.798684211,P.S.
359,WARANGAL (U),Dharmasagar,Narayanagiri,17.9905,79.3769,0.95,post monsoon 2019,8.21,1603,1025.92,0,150,280,0.55,143.3385455,203,123,5,80,97.24,599.8355263,2.183540157,C3S1,-8.996710526,P.S.
360,WARANGAL (U),Hanamkonda,Hanumkonda,18.0008,79.5577,2.17,post monsoon 2019,7.88,1076,688.64,0,240,130,1.68,44.08868182,90,126,18,64,24.31,259.9588816,3.397741848,C3S1,-0.399177632,P.S.
361,WARANGAL (U),Hanamkonda,Mamnoor,17.9069,79.5969,3.68,post monsoon 2019,8.01,1677,1073.28,0,280,290,0.79,100.4577727,135,192,12,80,68.068,479.8848684,3.810700918,C3S1,-3.997697368,P.S.
362,WARANGAL (U),Hasanparthi,Seethampet,18.0776,79.5153,1.2,post monsoon 2019,7.66,1352,865.28,0,360,190,1.09,45.49790909,130,99,6,96,82.654,579.8601974,1.787498595,C3S1,-4.397203947,P.S.
363,WARANGAL (U),Kamalapur,Shanigaram,18.184083,79.597194,1.57,post monsoon 2019,7.67,2210,1414.4,0,420,370,0.07,153.6057727,222,251,197,96,63.206,499.8930921,4.880983255,C3S1,-1.597861842,P.S.
364,WARANGAL (U),warangal,Charbowli,17.9819,79.607,1.73,post monsoon 2019,7.97,638,408.32,0,250,40,2.99,18.52127273,63,85,8,24,34.034,199.9424342,2.613596875,C2S1,1.001151316,P.S.
365,YADADRI,Alair,Kolanpaka,17.69706,79.019595,15.66,post monsoon 2019,7.45,1950,1248,0,590,300,1.66,17.14023,20.75,245,5.1,88,77.792,539.8684211,4.584524374,C3S1,1.002631579,P.S.
366,YADADRI,B.Pochampalli,B.Pochampalli,17.336196,78.810768,2.98,post monsoon 2019,7.37,1989,1272.96,0,240,470,0.56,14.1728,100,134.5,3.6,160,82.654,739.8601974,2.149906716,C3S1,-9.997203947,P.S.
367,YADADRI,Bibinagar,Bibinagar,17.460344,78.801601,10.97,post monsoon 2019,7.18,2580,1651.2,0,560,430,1.58,155.015,50,140,3.3,216,121.55,1039.794408,1.887671683,C4S1,-9.595888158,P.S.
368,YADADRI,Choutuppal,D.Malkapur,17.258259,78.803218,1.04,post monsoon 2019,7.25,1798,1150.72,0,560,190,3.29,110.725,29.5,175.1,19.5,104,72.93,559.8766447,3.217452429,C3S1,0.002467105,P.S.
369,YADADRI,Mothukur,Kanchanapalli,17.40375,79.339638,4.1,post monsoon 2019,7.3,1220,780.8,0,410,80,1.12,28.3456,54,40,0.87,96,68.068,519.8848684,0.76274359,C3S1,-2.197697368,P.S.
370,YADADRI,Rajapet,Bondugala,17.768305,78.9665,7.05,post monsoon 2019,6.88,2120,1356.8,0,310,390,0.68,47.21314,150,161.8,5,208,48.62,719.9177632,2.621858422,C3S1,-8.198355263,P.S.
371,YADADRI,Rajapet,Kurraram,17.77549,78.929866,12.18,post monsoon 2019,7.32,1340,857.6,0,370,170,0.52,132.87,20,102.9,0.83,176,24.31,539.9588816,1.925338938,C3S1,-3.399177632,P.S.
372,YADADRI,Rajapet,Rajapet,17.729431,78.932968,8.98,post monsoon 2019,7.89,1902,1217.28,0,360,390,1.69,29.05424,23.5,112.3,8.2,208,48.62,719.9177632,1.819744752,C3S1,-7.198355263,P.S.
373,YADADRI,Rajapet,Somaram,17.725671,78.991785,14.08,post monsoon 2019,7.85,1402,897.28,0,420,150,1.59,10.40815,18.5,96.41,0.37,152,19.448,459.9671053,1.954478331,C3S1,-0.799342105,P.S.
374,YADADRI,Ramannapet,Ramanapet,17.283121,79.095091,11.71,post monsoon 2019,7.2,1562,999.68,0,370,240,0.62,97.438,16,40.25,5.9,168,72.93,719.8766447,0.652242369,C3S1,-6.997532895,P.S.
375,YADADRI,S.Narayanpur,S.Narayanpur,17.144719,78.86001,23.1,post monsoon 2019,6.9,2410,1542.4,0,770,250,1.05,88.58,120,157,3.6,184,126.412,979.7861842,2.180751404,C4S1,-4.195723684,P.S.
376,YADADRI,Thurkapally,Gandamalla,17.733101,78.853831,6.13,post monsoon 2019,7.01,1720,1100.8,0,440,230,1.98,106.296,30.5,108,6.8,184,48.62,659.9177632,1.827894012,C3S1,-4.398355263,P.S.
